country,is_payer,vertical,subvertical,inactivity_days,return_rate_percentage,total_users_inactive,returning_users,,
BRA,payer,non-gaming,Loyalty,21,5,20,1,,
BRA,payer,non-gaming,Loyalty,22,5,20,1,,
BRA,payer,non-gaming,Loyalty,23,5,20,1,,
FRA,payer,non-gaming,Health & Fitness,24,5,3039,152,,
KOR,payer,non-gaming,Finance (Trading & Investing),25,5,1979,99,,
CAN,non-payer,non-gaming,Loyalty,26,5,13583,679,,
IDN,payer,non-gaming,Utility & Productivity,26,5,19255,962,,
KOR,non-payer,Gaming,Other Gaming,23,5,157154,7864,,
IDN,payer,Gaming,Casino,25,5,9538,477,,
IND,payer,non-gaming,RMG,6,4.99,3167,158,,
KOR,non-payer,non-gaming,Dating,16,4.99,11502,574,,
DEU,non-payer,non-gaming,Health & Fitness,21,4.99,57664,2878,,
AUS,non-payer,non-gaming,Finance (Trading & Investing),30,4.99,7137,356,,
IDN,payer,Gaming,Hypercasual,23,4.99,13919,695,,
CAN,non-payer,non-gaming,Dating,6,4.98,11862,591,,
IDN,non-payer,non-gaming,Loyalty,22,4.98,40956,2038,,
IDN,non-payer,non-gaming,Education,25,4.98,5123,255,,
DEU,non-payer,Gaming,Casino,28,4.98,27438,1367,,
KOR,payer,Gaming,MidCore,29,4.98,86307,4297,,
CAN,non-payer,non-gaming,Travel,6,4.97,443,22,,
IND,payer,non-gaming,On-Demand,14,4.97,152970,7604,,
KOR,non-payer,Gaming,MidCore,24,4.97,597561,29674,,
USA,non-payer,Gaming,Casino,28,4.97,453494,22536,,
CAN,non-payer,non-gaming,Health & Fitness,7,4.96,7598,377,,
IDN,non-payer,non-gaming,Dating,9,4.96,127522,6331,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),23,4.96,75916,3763,,
FRA,non-payer,non-gaming,Finance (Trading & Investing),14,4.95,26869,1330,,
USA,non-payer,non-gaming,RMG,28,4.95,111186,5500,,
IND,payer,non-gaming,Social,30,4.95,90249,4467,,
BRA,non-payer,Gaming,Other Gaming,22,4.95,642901,31799,,
AUS,non-payer,Gaming,MidCore,24,4.95,56782,2808,,
DEU,non-payer,Gaming,Other Gaming,28,4.95,325171,16092,,
IND,non-payer,non-gaming,News,10,4.93,22666,1118,,
BRA,non-payer,non-gaming,Other Consumer,13,4.93,40064,1976,,
IDN,non-payer,non-gaming,Social,13,4.93,643838,31740,,
BRA,non-payer,non-gaming,Social,14,4.93,163869,8074,,
KOR,non-payer,non-gaming,Health & Fitness,19,4.93,139278,6865,,
FRA,non-payer,Gaming,Hypercasual,18,4.93,84260,4152,,
CAN,non-payer,Gaming,Other Gaming,29,4.93,110106,5423,,
IDN,payer,non-gaming,E-Commerce,11,4.92,427,21,,
USA,non-payer,non-gaming,Utility & Productivity,29,4.92,324749,15969,,
CAN,non-payer,non-gaming,On-Demand,17,4.91,12713,624,,
BRA,non-payer,non-gaming,Generative AI,19,4.91,7496,368,,
FRA,non-payer,non-gaming,Loyalty,28,4.91,29597,1452,,
FRA,non-payer,non-gaming,On-Demand,29,4.91,1282,63,,
USA,payer,non-gaming,Dating,29,4.91,30752,1509,,
CAN,non-payer,Gaming,Casino,23,4.91,32474,1596,,
AUS,non-payer,non-gaming,Loyalty,25,4.9,6762,331,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),27,4.9,2286,112,,
FRA,non-payer,non-gaming,Utility & Productivity,27,4.9,28243,1384,,
DEU,non-payer,non-gaming,Utility & Productivity,28,4.9,36742,1799,,
CAN,non-payer,Gaming,MidCore,28,4.9,92000,4508,,
IDN,payer,Gaming,Other Gaming,29,4.9,33114,1621,,
IND,non-payer,non-gaming,E-Commerce,1,4.89,676963,33133,,
DEU,non-payer,non-gaming,Health & Fitness,22,4.89,57554,2812,,
BRA,payer,non-gaming,Finance (Trading & Investing),27,4.89,10256,502,,
IDN,payer,non-gaming,Dating,28,4.89,8053,394,,
IDN,non-payer,non-gaming,E-Commerce,25,4.88,270903,13223,,
FRA,payer,non-gaming,Health & Fitness,25,4.88,3033,148,,
CAN,payer,non-gaming,Other Consumer,30,4.88,246,12,,
CAN,non-payer,non-gaming,RMG,7,4.87,4335,211,,
IND,payer,non-gaming,Education,12,4.87,9677,471,,
AUS,non-payer,non-gaming,Generative AI,15,4.87,7042,343,,
DEU,non-payer,non-gaming,Loyalty,26,4.87,26533,1291,,
BRA,payer,non-gaming,On-Demand,29,4.87,595,29,,
BRA,payer,non-gaming,On-Demand,30,4.87,595,29,,
IND,non-payer,Gaming,MidCore,26,4.87,1242900,60575,,
IND,payer,non-gaming,Dating,20,4.86,88400,4298,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),26,4.86,1955,95,,
BRA,payer,non-gaming,Dating,30,4.86,17788,865,,
IDN,non-payer,Gaming,MidCore,18,4.86,520648,25323,,
AUS,non-payer,Gaming,Hypercasual,23,4.86,15402,748,,
DEU,non-payer,Gaming,MidCore,24,4.86,247256,12014,,
IND,non-payer,non-gaming,Social,6,4.85,1485221,72082,,
BRA,payer,non-gaming,Other Consumer,15,4.85,1650,80,,
CAN,non-payer,non-gaming,Other Consumer,16,4.85,6065,294,,
FRA,non-payer,non-gaming,Dating,19,4.85,34842,1690,,
IND,non-payer,non-gaming,On-Demand,19,4.85,1327096,64426,,
DEU,non-payer,non-gaming,Generative AI,21,4.85,27781,1347,,
KOR,non-payer,non-gaming,Other Consumer,22,4.85,74356,3604,,
KOR,payer,non-gaming,Generative AI,22,4.85,1195,58,,
USA,non-payer,non-gaming,Loyalty,24,4.85,232381,11264,,
IND,payer,non-gaming,Generative AI,24,4.85,227,11,,
IDN,non-payer,Gaming,Other Gaming,18,4.85,194528,9440,,
AUS,non-payer,non-gaming,E-Commerce,9,4.84,17345,839,,
FRA,non-payer,non-gaming,Education,25,4.84,972,47,,
CAN,non-payer,non-gaming,Loyalty,27,4.84,13555,656,,
FRA,non-payer,Gaming,MidCore,25,4.84,175188,8486,,
IND,payer,non-gaming,Loyalty,12,4.83,3787,183,,
AUS,non-payer,non-gaming,Health & Fitness,16,4.83,3127,151,,
FRA,non-payer,non-gaming,Other Consumer,20,4.83,48916,2364,,
BRA,payer,non-gaming,Education,21,4.83,145,7,,
USA,non-payer,non-gaming,Education,22,4.83,11024,533,,
BRA,payer,non-gaming,Education,22,4.83,145,7,,
KOR,non-payer,non-gaming,Travel,29,4.83,46551,2247,,
IDN,payer,non-gaming,Dating,29,4.83,8040,388,,
DEU,non-payer,Gaming,Hypercasual,17,4.83,118865,5743,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),17,4.82,12913,623,,
KOR,non-payer,non-gaming,Entertainment,19,4.82,72384,3486,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),19,4.82,6862,331,,
AUS,non-payer,non-gaming,Other Consumer,23,4.82,4479,216,,
CAN,non-payer,Gaming,Hypercasual,18,4.82,26641,1284,,
BRA,non-payer,Gaming,MidCore,19,4.82,1368479,65994,,
USA,non-payer,Gaming,Other Gaming,29,4.82,1165032,56165,,
USA,non-payer,non-gaming,Travel,4,4.81,22828,1098,,
FRA,non-payer,non-gaming,Health & Fitness,7,4.81,34131,1643,,
KOR,non-payer,non-gaming,RMG,11,4.81,25773,1239,,
IDN,non-payer,non-gaming,Education,26,4.81,5113,246,,
IND,non-payer,Gaming,Hypercasual,14,4.81,699676,33630,,
DEU,non-payer,Gaming,Casino,29,4.81,27367,1317,,
USA,payer,non-gaming,Education,30,4.8,1354,65,,
IND,non-payer,non-gaming,Entertainment,19,4.79,199836,9581,,
KOR,payer,non-gaming,Loyalty,25,4.79,6539,313,,
BRA,non-payer,non-gaming,Education,30,4.79,1356,65,,
KOR,non-payer,Gaming,Other Gaming,24,4.79,156723,7508,,
IDN,payer,Gaming,Casino,26,4.79,9512,456,,
KOR,payer,Gaming,MidCore,30,4.79,86106,4128,,
BRA,non-payer,non-gaming,Generative AI,20,4.78,7482,358,,
IDN,non-payer,non-gaming,Loyalty,23,4.78,40857,1953,,
IDN,payer,non-gaming,Utility & Productivity,27,4.78,19204,917,,
IDN,non-payer,Gaming,Hypercasual,12,4.78,74400,3559,,
USA,non-payer,Gaming,Casino,29,4.78,452355,21614,,
DEU,non-payer,Gaming,Other Gaming,29,4.78,324415,15504,,
DEU,non-payer,non-gaming,Health & Fitness,23,4.77,57451,2738,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),27,4.77,1949,93,,
USA,non-payer,non-gaming,RMG,29,4.77,110913,5292,,
FRA,non-payer,non-gaming,On-Demand,30,4.77,1280,61,,
KOR,non-payer,Gaming,MidCore,25,4.77,596018,28424,,
CAN,non-payer,Gaming,Other Gaming,30,4.77,109862,5244,,
IND,non-payer,non-gaming,Loyalty,9,4.76,249099,11865,,
AUS,non-payer,non-gaming,Utility & Productivity,13,4.76,10825,515,,
DEU,non-payer,non-gaming,Dating,14,4.76,36470,1735,,
IND,payer,non-gaming,Other Consumer,16,4.76,7430,354,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),19,4.76,27124,1291,,
USA,non-payer,non-gaming,Generative AI,20,4.76,306896,14606,,
FRA,payer,non-gaming,Dating,22,4.76,1595,76,,
FRA,non-payer,non-gaming,Loyalty,29,4.76,29533,1406,,
IND,non-payer,Gaming,Casino,8,4.76,991796,47245,,
KOR,non-payer,Gaming,Hypercasual,14,4.76,24768,1179,,
BRA,non-payer,non-gaming,Social,15,4.75,163481,7768,,
FRA,non-payer,non-gaming,Utility & Productivity,28,4.75,28181,1338,,
BRA,non-payer,Gaming,Casino,16,4.75,85495,4057,,
IND,payer,Gaming,Casino,23,4.75,21831,1036,,
AUS,non-payer,Gaming,MidCore,25,4.75,56633,2688,,
KOR,non-payer,non-gaming,Dating,17,4.74,11466,543,,
FRA,non-payer,non-gaming,Education,26,4.74,971,46,,
USA,payer,non-gaming,Dating,30,4.74,30686,1455,,
BRA,payer,Gaming,Casino,28,4.74,11505,545,,
USA,non-payer,non-gaming,Education,23,4.73,11005,520,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),24,4.73,75707,3584,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),28,4.73,1946,92,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),29,4.73,1944,92,,
CAN,non-payer,non-gaming,Generative AI,16,4.72,12002,566,,
BRA,non-payer,non-gaming,Finance (Trading & Investing),19,4.72,94545,4458,,
DEU,non-payer,non-gaming,Utility & Productivity,29,4.72,36653,1729,,
CAN,non-payer,non-gaming,Health & Fitness,8,4.71,7574,357,,
IND,non-payer,non-gaming,Dating,9,4.71,1881513,88694,,
IND,non-payer,non-gaming,Education,10,4.71,46012,2166,,
FRA,non-payer,non-gaming,Generative AI,17,4.71,58642,2764,,
IND,payer,non-gaming,Finance (Trading & Investing),25,4.71,110559,5212,,
AUS,non-payer,non-gaming,Loyalty,26,4.71,6746,318,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),20,4.7,6850,322,,
IDN,non-payer,non-gaming,Education,27,4.7,5106,240,,
DEU,non-payer,non-gaming,Loyalty,27,4.7,26474,1245,,
CAN,non-payer,non-gaming,Loyalty,28,4.7,13528,636,,
USA,non-payer,non-gaming,Utility & Productivity,30,4.7,323862,15229,,
USA,non-payer,Gaming,Hypercasual,10,4.7,72349,3399,,
BRA,non-payer,Gaming,Other Gaming,23,4.7,640964,30144,,
AUS,non-payer,Gaming,Hypercasual,24,4.7,15373,722,,
CAN,non-payer,Gaming,MidCore,29,4.7,91773,4314,,
IND,payer,non-gaming,Dating,21,4.69,88184,4139,,
FRA,payer,non-gaming,Health & Fitness,26,4.69,3026,142,,
IND,non-payer,Gaming,MidCore,27,4.69,1239875,58188,,
IND,non-payer,non-gaming,Health & Fitness,9,4.68,5358,251,,
IDN,payer,Gaming,Hypercasual,24,4.68,13867,649,,
DEU,non-payer,Gaming,MidCore,25,4.68,246646,11551,,
DEU,non-payer,Gaming,Casino,30,4.68,27315,1278,,
USA,non-payer,non-gaming,Dating,14,4.67,176648,8251,,
IDN,non-payer,non-gaming,E-Commerce,26,4.67,270184,12614,,
KOR,payer,non-gaming,Finance (Trading & Investing),26,4.67,1971,92,,
BRA,non-payer,Gaming,Hypercasual,13,4.67,261733,12235,,
CAN,non-payer,Gaming,Casino,24,4.67,32386,1514,,
KOR,payer,non-gaming,RMG,19,4.66,494,23,,
DEU,non-payer,non-gaming,Education,26,4.66,1029,48,,
FRA,non-payer,Gaming,Hypercasual,19,4.66,83988,3910,,
FRA,non-payer,non-gaming,Dating,20,4.65,34743,1616,,
BRA,non-payer,non-gaming,Generative AI,21,4.65,7468,347,,
FRA,payer,non-gaming,Dating,23,4.65,1592,74,,
FRA,non-payer,Gaming,MidCore,26,4.65,174738,8130,,
USA,non-payer,Gaming,Other Gaming,30,4.65,1162287,54043,,
IDN,payer,Gaming,Other Gaming,30,4.65,33014,1535,,
BRA,non-payer,non-gaming,Utility & Productivity,8,4.64,81372,3775,,
KOR,non-payer,non-gaming,Social,14,4.64,24331,1130,,
KOR,non-payer,non-gaming,Loyalty,15,4.64,12742,591,,
CAN,non-payer,non-gaming,On-Demand,18,4.64,12674,588,,
DEU,non-payer,non-gaming,Health & Fitness,24,4.64,57334,2662,,
USA,non-payer,non-gaming,Loyalty,25,4.64,231759,10748,,
IDN,payer,non-gaming,Utility & Productivity,28,4.64,19167,889,,
DEU,non-payer,Gaming,Hypercasual,18,4.64,118575,5496,,
IDN,non-payer,non-gaming,Dating,10,4.63,127025,5886,,
IDN,non-payer,non-gaming,Social,14,4.63,641549,29688,,
CAN,non-payer,non-gaming,Loyalty,29,4.63,13505,625,,
FRA,non-payer,non-gaming,Loyalty,30,4.63,29476,1365,,
IDN,non-payer,Gaming,MidCore,19,4.63,519144,24012,,
IND,non-payer,non-gaming,News,11,4.62,22582,1044,,
USA,non-payer,Gaming,Casino,30,4.62,451373,20853,,
DEU,payer,non-gaming,Finance (Trading & Investing),13,4.61,1887,87,,
IDN,non-payer,non-gaming,Generative AI,16,4.61,932,43,,
FRA,payer,non-gaming,Finance (Trading & Investing),18,4.61,1237,57,,
KOR,payer,non-gaming,Generative AI,23,4.61,1192,55,,
IDN,payer,non-gaming,Dating,30,4.61,8021,370,,
DEU,non-payer,Gaming,Other Gaming,30,4.61,323671,14929,,
IDN,non-payer,non-gaming,Loyalty,24,4.6,40766,1877,,
FRA,payer,non-gaming,Health & Fitness,27,4.6,3021,139,,
USA,non-payer,non-gaming,RMG,30,4.6,110668,5094,,
IND,payer,non-gaming,Other Consumer,17,4.59,7415,340,,
IND,non-payer,non-gaming,Entertainment,20,4.59,199328,9150,,
KOR,non-payer,non-gaming,Entertainment,20,4.59,72184,3311,,
IND,non-payer,non-gaming,On-Demand,20,4.59,1322945,60725,,
DEU,non-payer,non-gaming,Generative AI,22,4.59,27696,1272,,
IDN,non-payer,non-gaming,Education,28,4.59,5095,234,,
BRA,non-payer,non-gaming,Dating,5,4.58,328785,15067,,
USA,non-payer,non-gaming,Health & Fitness,7,4.58,83311,3815,,
KOR,non-payer,non-gaming,News,9,4.58,1855,85,,
BRA,non-payer,non-gaming,Other Consumer,14,4.58,39904,1829,,
AUS,non-payer,non-gaming,Generative AI,16,4.58,7012,321,,
AUS,non-payer,non-gaming,Health & Fitness,17,4.58,3119,143,,
DEU,non-payer,non-gaming,Education,27,4.58,1027,47,,
KOR,non-payer,non-gaming,Travel,30,4.58,46422,2126,,
IDN,non-payer,Gaming,Other Gaming,19,4.58,193886,8886,,
KOR,non-payer,Gaming,MidCore,26,4.58,594620,27259,,
KOR,non-payer,non-gaming,Finance (Financial Health & Banking),8,4.57,52891,2417,,
FRA,non-payer,non-gaming,Health & Fitness,8,4.57,34021,1556,,
BRA,non-payer,non-gaming,Social,16,4.57,163087,7458,,
KOR,payer,non-gaming,Dating,18,4.57,963,44,,
KOR,non-payer,non-gaming,Generative AI,22,4.57,77405,3537,,
DEU,non-payer,non-gaming,Health & Fitness,25,4.57,57249,2618,,
AUS,non-payer,non-gaming,Loyalty,27,4.57,6733,308,,
BRA,payer,non-gaming,Finance (Trading & Investing),28,4.57,10219,467,,
IDN,non-payer,Gaming,Casino,12,4.57,97930,4479,,
CAN,non-payer,Gaming,Hypercasual,19,4.57,26563,1213,,
KOR,non-payer,Gaming,Other Gaming,25,4.57,156282,7148,,
IND,non-payer,non-gaming,Other Consumer,8,4.56,1124245,51312,,
BRA,payer,non-gaming,Health & Fitness,8,4.56,1359,62,,
BRA,payer,non-gaming,Other Consumer,16,4.56,1643,75,,
IND,payer,non-gaming,Dating,22,4.56,88019,4016,,
USA,non-payer,non-gaming,Education,24,4.56,10976,500,,
IDN,non-payer,non-gaming,Education,29,4.56,5089,232,,
FRA,non-payer,non-gaming,Utility & Productivity,29,4.56,28113,1281,,
IDN,non-payer,non-gaming,Education,30,4.56,5086,232,,
IDN,non-payer,non-gaming,News,7,4.55,23473,1069,,
AUS,non-payer,non-gaming,Dating,8,4.55,7357,335,,
IDN,non-payer,non-gaming,Other Consumer,13,4.55,11898,541,,
IDN,payer,non-gaming,Loyalty,15,4.55,66,3,,
IDN,payer,non-gaming,Loyalty,16,4.55,66,3,,
IDN,payer,non-gaming,Loyalty,17,4.55,66,3,,
IDN,payer,non-gaming,Loyalty,18,4.55,66,3,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),21,4.55,6833,311,,
USA,non-payer,non-gaming,Generative AI,21,4.55,306069,13914,,
BRA,non-payer,Gaming,MidCore,20,4.55,1364010,61995,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),18,4.54,12872,585,,
KOR,non-payer,non-gaming,Other Consumer,23,4.54,74096,3366,,
KOR,payer,non-gaming,Generative AI,24,4.54,1190,54,,
KOR,payer,non-gaming,Loyalty,26,4.54,6519,296,,
FRA,payer,non-gaming,Health & Fitness,28,4.54,3017,137,,
DEU,non-payer,non-gaming,Utility & Productivity,30,4.54,36572,1660,,
CAN,non-payer,Gaming,MidCore,30,4.54,91581,4157,,
CAN,non-payer,non-gaming,Health & Fitness,9,4.53,7555,342,,
AUS,non-payer,non-gaming,E-Commerce,10,4.53,17289,783,,
IND,payer,non-gaming,Education,13,4.53,9641,437,,
IND,payer,non-gaming,On-Demand,15,4.53,152250,6902,,
AUS,non-payer,non-gaming,Health & Fitness,18,4.53,3115,141,,
BRA,non-payer,non-gaming,On-Demand,20,4.53,153174,6932,,
AUS,non-payer,non-gaming,Other Consumer,24,4.53,4463,202,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),25,4.53,75507,3423,,
DEU,non-payer,non-gaming,Loyalty,28,4.53,26422,1197,,
IND,non-payer,Gaming,MidCore,28,4.53,1237098,56058,,
CAN,non-payer,non-gaming,Other Consumer,17,4.52,6044,273,,
FRA,non-payer,non-gaming,Other Consumer,21,4.52,48739,2203,,
IDN,non-payer,non-gaming,On-Demand,24,4.52,29126,1316,,
CAN,non-payer,non-gaming,Loyalty,30,4.52,13483,609,,
KOR,non-payer,Gaming,Hypercasual,15,4.52,24697,1116,,
IND,payer,Gaming,Casino,24,4.52,21774,985,,
AUS,non-payer,Gaming,MidCore,26,4.52,56474,2553,,
BRA,non-payer,non-gaming,Travel,3,4.51,4766,215,,
IND,payer,non-gaming,Travel,7,4.51,1663,75,,
KOR,non-payer,non-gaming,RMG,12,4.51,25685,1159,,
BRA,payer,non-gaming,Other Consumer,17,4.51,1639,74,,
DEU,non-payer,Gaming,MidCore,26,4.51,246092,11099,,
CAN,non-payer,non-gaming,News,17,4.5,444,20,,
BRA,non-payer,non-gaming,Generative AI,22,4.5,7452,335,,
AUS,non-payer,non-gaming,Loyalty,28,4.49,6720,302,,
IDN,payer,non-gaming,Utility & Productivity,29,4.49,19127,859,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),30,4.49,1939,87,,
IDN,payer,Gaming,Casino,27,4.49,9480,426,,
IDN,non-payer,non-gaming,Utility & Productivity,8,4.48,46371,2078,,
IND,payer,non-gaming,Finance (Financial Health & Banking),8,4.48,4775,214,,
IND,non-payer,non-gaming,Utility & Productivity,10,4.48,2853172,127859,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),20,4.48,27037,1212,,
FRA,non-payer,non-gaming,Dating,21,4.48,34668,1554,,
IDN,non-payer,non-gaming,E-Commerce,27,4.48,269523,12066,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),28,4.48,2276,102,,
BRA,non-payer,Gaming,Other Gaming,24,4.48,639164,28632,,
CAN,non-payer,Gaming,Casino,25,4.48,32299,1447,,
BRA,payer,Gaming,Casino,29,4.48,11471,514,,
CAN,non-payer,non-gaming,RMG,8,4.47,4317,193,,
CAN,non-payer,non-gaming,Utility & Productivity,10,4.47,13975,624,,
DEU,non-payer,non-gaming,Dating,15,4.47,36345,1623,,
KOR,payer,non-gaming,Dating,19,4.47,962,43,,
IDN,payer,non-gaming,Other Consumer,23,4.47,291,13,,
BRA,non-payer,Gaming,Casino,17,4.47,85210,3808,,
FRA,non-payer,non-gaming,Finance (Trading & Investing),15,4.46,26725,1191,,
KOR,non-payer,non-gaming,Dating,18,4.46,11428,510,,
IDN,non-payer,non-gaming,Loyalty,25,4.46,40682,1813,,
USA,non-payer,non-gaming,Loyalty,26,4.46,231214,10321,,
IND,non-payer,Gaming,Hypercasual,15,4.46,696973,31109,,
IDN,payer,Gaming,Hypercasual,25,4.46,13831,617,,
FRA,non-payer,Gaming,MidCore,27,4.46,174304,7775,,
CAN,non-payer,non-gaming,Generative AI,17,4.45,11965,533,,
KOR,non-payer,non-gaming,Health & Fitness,20,4.45,138547,6170,,
FRA,non-payer,non-gaming,Education,27,4.45,967,43,,
FRA,payer,non-gaming,Health & Fitness,29,4.45,3012,134,,
IND,payer,non-gaming,Dating,23,4.44,87856,3904,,
USA,non-payer,non-gaming,Education,25,4.44,10959,487,,
DEU,non-payer,non-gaming,Health & Fitness,26,4.44,57138,2539,,
FRA,non-payer,Gaming,Hypercasual,20,4.44,83765,3720,,
AUS,non-payer,Gaming,Hypercasual,25,4.44,15326,681,,
KOR,non-payer,non-gaming,News,10,4.43,1850,82,,
KOR,non-payer,non-gaming,News,11,4.43,1850,82,,
IND,payer,non-gaming,Loyalty,13,4.43,3771,167,,
IDN,non-payer,Gaming,Hypercasual,13,4.43,74098,3282,,
DEU,non-payer,Gaming,Hypercasual,19,4.43,118276,5243,,
IDN,non-payer,non-gaming,Finance (Financial Health & Banking),7,4.42,22610,1000,,
FRA,non-payer,non-gaming,Generative AI,18,4.42,58444,2585,,
IND,payer,non-gaming,Generative AI,25,4.42,226,10,,
IND,non-payer,non-gaming,News,12,4.41,22514,992,,
IND,non-payer,non-gaming,Entertainment,21,4.41,198861,8760,,
FRA,payer,non-gaming,Dating,24,4.41,1588,70,,
IND,non-payer,non-gaming,Dating,10,4.4,1874558,82406,,
CAN,non-payer,non-gaming,Health & Fitness,10,4.4,7544,332,,
USA,non-payer,non-gaming,Dating,15,4.4,176087,7756,,
AUS,payer,non-gaming,E-Commerce,16,4.4,91,4,,
KOR,non-payer,non-gaming,Utility & Productivity,20,4.4,62344,2742,,
DEU,non-payer,non-gaming,Generative AI,23,4.4,27630,1216,,
IDN,non-payer,Gaming,MidCore,20,4.4,517745,22789,,
BRA,non-payer,non-gaming,Social,17,4.39,162702,7150,,
USA,payer,non-gaming,Travel,19,4.39,114,5,,
USA,payer,non-gaming,Travel,20,4.39,114,5,,
IND,non-payer,Gaming,MidCore,29,4.39,1234600,54188,,
BRA,non-payer,non-gaming,Health & Fitness,4,4.38,20510,898,,
IND,non-payer,non-gaming,Social,7,4.38,1477288,64643,,
DEU,non-payer,non-gaming,RMG,14,4.38,3742,164,,
IDN,non-payer,non-gaming,Social,15,4.38,639598,27999,,
CAN,non-payer,non-gaming,On-Demand,19,4.38,12638,554,,
FRA,payer,non-gaming,Finance (Trading & Investing),19,4.38,1234,54,,
BRA,non-payer,non-gaming,Finance (Trading & Investing),20,4.38,94177,4125,,
BRA,payer,non-gaming,Finance (Trading & Investing),29,4.38,10194,447,,
IDN,payer,non-gaming,Utility & Productivity,30,4.38,19089,836,,
USA,non-payer,Gaming,Hypercasual,11,4.38,72086,3158,,
KOR,non-payer,Gaming,Hypercasual,16,4.38,24651,1079,,
KOR,non-payer,Gaming,MidCore,27,4.38,593087,25976,,
BRA,non-payer,non-gaming,Generative AI,23,4.37,7437,325,,
DEU,non-payer,non-gaming,Loyalty,29,4.37,26364,1151,,
FRA,non-payer,non-gaming,Utility & Productivity,30,4.37,28047,1226,,
BRA,non-payer,Gaming,Hypercasual,14,4.37,260822,11398,,
KOR,non-payer,Gaming,Other Gaming,26,4.37,155885,6811,,
AUS,non-payer,Gaming,MidCore,27,4.37,56352,2462,,
FRA,non-payer,non-gaming,Health & Fitness,9,4.36,33926,1478,,
AUS,non-payer,non-gaming,News,13,4.36,1261,55,,
KOR,non-payer,non-gaming,Entertainment,21,4.36,71976,3138,,
USA,non-payer,non-gaming,Generative AI,22,4.36,305368,13322,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),29,4.36,2272,99,,
IND,non-payer,non-gaming,Health & Fitness,10,4.35,5337,232,,
FRA,non-payer,non-gaming,Education,28,4.35,966,42,,
IDN,non-payer,non-gaming,Dating,11,4.34,126583,5490,,
AUS,non-payer,non-gaming,Utility & Productivity,14,4.34,10774,468,,
DEU,non-payer,non-gaming,Health & Fitness,27,4.34,57047,2473,,
AUS,non-payer,non-gaming,Loyalty,29,4.34,6706,291,,
DEU,non-payer,Gaming,MidCore,27,4.34,245524,10655,,
IND,payer,non-gaming,Other Consumer,18,4.33,7391,320,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),19,4.33,12838,556,,
IND,non-payer,non-gaming,On-Demand,21,4.33,1318891,57125,,
BRA,non-payer,non-gaming,Other Consumer,15,4.32,39776,1717,,
AUS,non-payer,non-gaming,Generative AI,17,4.32,6989,302,,
IND,payer,non-gaming,Dating,24,4.32,87699,3787,,
IND,payer,non-gaming,Finance (Trading & Investing),26,4.32,110062,4755,,
IND,non-payer,Gaming,Casino,9,4.32,986948,42598,,
IDN,non-payer,Gaming,Other Gaming,20,4.32,193286,8356,,
CAN,non-payer,non-gaming,Dating,7,4.31,11777,507,,
IDN,non-payer,non-gaming,Generative AI,17,4.31,929,40,,
FRA,non-payer,non-gaming,Dating,22,4.31,34589,1490,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),22,4.31,6815,294,,
AUS,non-payer,non-gaming,Other Consumer,25,4.31,4451,192,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),26,4.31,75306,3247,,
FRA,payer,non-gaming,Dating,27,4.3,1582,68,,
DEU,non-payer,non-gaming,Education,28,4.3,1024,44,,
DEU,non-payer,non-gaming,Dating,16,4.29,36261,1555,,
IDN,non-payer,non-gaming,Loyalty,26,4.29,40591,1741,,
FRA,payer,non-gaming,Dating,26,4.29,1584,68,,
USA,non-payer,non-gaming,Loyalty,27,4.29,230692,9905,,
IDN,non-payer,non-gaming,E-Commerce,28,4.29,268887,11545,,
BRA,payer,Gaming,Casino,30,4.29,11442,491,,
USA,non-payer,non-gaming,Health & Fitness,8,4.28,83023,3551,,
IND,non-payer,non-gaming,Other Consumer,9,4.28,1120627,47958,,
KOR,non-payer,non-gaming,RMG,13,4.28,25607,1095,,
AUS,non-payer,non-gaming,Health & Fitness,19,4.28,3106,133,,
KOR,payer,non-gaming,Dating,20,4.28,959,41,,
KOR,non-payer,non-gaming,Other Consumer,24,4.28,73867,3159,,
BRA,non-payer,Gaming,MidCore,21,4.28,1359771,58255,,
IND,payer,Gaming,Casino,25,4.28,21711,929,,
IDN,payer,Gaming,Hypercasual,26,4.28,13798,591,,
FRA,non-payer,Gaming,MidCore,28,4.28,173875,7440,,
